tract,trans_totals,estimate,moe,geometry
37,public transportation - american indian/alaska native,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - american indian/alaska native,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - american indian/alaska native,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - american indian/alaska native,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - asian,60,73,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - asian,49,60,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled asian,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - asian,11,15,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - asian,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - asian,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - asian,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - native hawaiian/other pacific,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - some other race,24,33,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - some other race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled some other race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - some other race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - some other race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - some other race,24,33,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - some other race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - mixed race,20,22,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - mixed race,20,22,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled mixed race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - mixed race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - mixed race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - mixed race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - mixed race,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - white - not hispanic,115,80,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - white - not hispanic,88,78,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled white - not hispanic,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - white - not hispanic,12,19,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - white - not hispanic,15,20,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - white - not hispanic,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - white - not hispanic,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,total - hispanic/latino,123,96,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - hispanic/latino,99,90,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,car/van/truck - carpooled hispanic/latino,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,public transportation - hispanic/latino,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,walked - hispanic/latino,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,taxi or other means - hispanic/latino,24,33,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
37,wfh - hispanic/latino,0,12,"list(list(c(-78.814758, -78.814718, -78.813707, -78.81369, -78.812595, -78.812585, -78.810491, -78.808718, -78.805883, -78.805904, -78.80397, -78.804033, -78.803681, -78.803789, -78.805788, -78.809288, -78.811511, -78.814751, -78.814758, 42.912214, 42.91223, 42.914678, 42.918638, 42.918646, 42.922671, 42.922688, 42.9227, 42.922729, 42.91908, 42.919066, 42.916518, 42.913641, 42.909789, 42.909786, 42.909785, 42.909777, 42.909754, 42.912214)))"
47,total - white,873,303,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,car/van/truck - white,634,291,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,car/van/truck - carpooled white,143,133,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,public transportation - white,16,26,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,walked - white,80,82,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,taxi or other means - white,0,17,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,wfh - white,0,17,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
47,total - black,1253,282,"list(list(c(-78.832427, -78.826401, -78.825591, -78.824664, -78.821051, -78.817823, -78.813703, -78.813674, -78.813672, -78.813672, -78.813656, -78.813659, -78.813653, -78.818381, -78.821609, -78.822625, -78.824193, -78.826404, -78.830198, -78.832427, 42.951661, 42.951566, 42.951443, 42.952275, 42.949791, 42.949024, 42.948928, 42.94668, 42.945946, 42.944197, 42.943377, 42.941909, 42.940202, 42.940151, 42.940109, 42.940097, 42.940078, 42.940107, 42.947345, 42.951661)))"
