tract,trans_totals,estimate,moe,geometry
167,wfh - american indian/alaska native,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - asian,30,41,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - asian,6,10,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled asian,24,40,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - asian,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - asian,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - asian,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - asian,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - native hawaiian/other pacific,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - some other race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - mixed race,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - white - not hispanic,929,161,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - white - not hispanic,679,141,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled white - not hispanic,140,85,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - white - not hispanic,55,51,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - white - not hispanic,39,26,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - white - not hispanic,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - white - not hispanic,16,20,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,total - hispanic/latino,61,63,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - hispanic/latino,61,63,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,car/van/truck - carpooled hispanic/latino,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,public transportation - hispanic/latino,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,walked - hispanic/latino,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,taxi or other means - hispanic/latino,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
167,wfh - hispanic/latino,0,12,"list(list(c(-78.814359, -78.814108, -78.814039, -78.814177, -78.807592, -78.80384, -78.800709, -78.799549, -78.799757, -78.799904, -78.804151, -78.804918, -78.808645, -78.809594, -78.81998, -78.814359, 42.87991, 42.88083, 42.884095, 42.884788, 42.88472, 42.884679, 42.885035, 42.884582, 42.876333, 42.871731, 42.871817, 42.871827, 42.871877, 42.871892, 42.872059, 42.87991)))"
