tract,trans_totals,estimate,moe,geometry
1.10,car/van/truck - carpooled white - not hispanic,18,20,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,public transportation - white - not hispanic,23,37,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,walked - white - not hispanic,16,18,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,taxi or other means - white - not hispanic,16,18,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,wfh - white - not hispanic,9,13,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,total - hispanic/latino,204,116,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,car/van/truck - hispanic/latino,109,73,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,car/van/truck - carpooled hispanic/latino,7,12,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,public transportation - hispanic/latino,88,76,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,walked - hispanic/latino,0,12,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,taxi or other means - hispanic/latino,0,12,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
1.10,wfh - hispanic/latino,0,12,"list(list(c(-78.872031, -78.865093, -78.866507, -78.864548, -78.861677, -78.856772, -78.853575, -78.850651, -78.850282, -78.848784, -78.848164, -78.848008, -78.846772, -78.845298, -78.844431, -78.842288, -78.840953, -78.837828, -78.833092, -78.83504, -78.832178, -78.830999, -78.831051, -78.832211, -78.832278, -78.832299, -78.832324, -78.832333, -78.823729, -78.823732, -78.823759, -78.823763, -78.823796, -78.823798, -78.823822, -78.823855, -78.82391, -78.825141, -78.823933, -78.823938, -78.823999, 
-78.827244, -78.827877, -78.832887, -78.833029, -78.834328, -78.836646, -78.837596, -78.840561, -78.844598, -78.852546, -78.852957, -78.853768, -78.8599289374827, -78.860804, -78.857922, -78.865813, -78.872031, 42.852113, 42.854038, 42.855313, 42.855163, 42.854041, 42.853726, 42.854594, 42.856939, 42.857381, 42.859464, 42.860301, 42.860501, 42.862345, 42.861588, 42.861484, 42.862723, 42.863333, 42.862558, 42.860527, 42.859019, 42.858085, 42.857699, 42.854883, 42.854878, 42.850684, 42.849196, 42.845978, 
42.845037, 42.844967, 42.844515, 42.842499, 42.842081, 42.840073, 42.839669, 42.837235, 42.834816, 42.832042, 42.832066, 42.831294, 42.830743, 42.826879, 42.826875, 42.826891, 42.826767, 42.826023, 42.826152, 42.831859, 42.831955, 42.831972, 42.832214, 42.832237, 42.832245, 42.832249, 42.8322615909168, 42.837444, 42.838781, 42.852882, 42.852113)))"
163,total - white,411,130,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,car/van/truck - white,250,93,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,car/van/truck - carpooled white,51,46,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,public transportation - white,51,43,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,walked - white,0,12,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,taxi or other means - white,59,62,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,wfh - white,0,12,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,total - black,99,76,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,car/van/truck - black,74,75,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,car/van/truck - carpooled black,7,12,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
163,public transportation - black,18,28,"list(list(c(-78.8483, -78.84755, -78.845682, -78.845267, -78.844092, -78.843875, -78.844086, -78.841917, -78.839223, -78.83838, -78.830397, -78.829104, -78.824138, -78.816607, -78.814177, -78.814039, -78.814108, -78.814359, -78.81998, -78.821972, -78.82425, -78.825448, -78.823938, -78.825817, -78.824841, -78.825183, -78.827225, -78.830429, -78.833092, -78.837828, -78.840953, -78.842288, -78.842823, -78.849174, -78.8483, 42.867727, 42.868752, 42.869452, 42.870718, 42.874296, 42.874815, 42.877213, 
42.876841, 42.879293, 42.879127, 42.876057, 42.878129, 42.884851, 42.884796, 42.884788, 42.884095, 42.88083, 42.87991, 42.872059, 42.869243, 42.8688, 42.867141, 42.866573, 42.863411, 42.86196, 42.860386, 42.861055, 42.85979, 42.860527, 42.862558, 42.863333, 42.862723, 42.863134, 42.866932, 42.867727)))"
