tract,age_sex_totals,estimate,moe,geometry
72.02,total_35_39,85,50,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_40_44,32,26,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_45_49,189,117,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_50_54,54,34,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_55_59,180,62,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_60_64,168,77,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_65_69,69,37,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_70_74,125,54,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_75_79,46,24,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_80_84,19,15,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_85_older,31,25,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_male,NA,NA,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
72.02,total_female,734,105,"list(list(c(-78.90188, -78.898349, -78.897793, -78.896252, -78.893177, -78.892421, -78.883529, -78.880728, -78.880098, -78.8799, -78.878921, -78.878998, -78.878157, -78.878397, -78.882191, -78.886991, -78.8887141622712, -78.887857, -78.8889390534109, -78.8913697999223, -78.891655, -78.9026432763364, -78.90188, 42.896473, 42.898182, 42.898461, 42.896871, 42.893782, 42.893023, 42.884123, 42.881443, 42.880992, 42.88085, 42.880132, 42.879469, 42.875721, 42.874469, 42.877482, 42.878005, 42.8780479767312, 
42.878896, 42.8805908751295, 42.8843982766556, 42.884845, 42.8958782353034, 42.896473)))"
46.01,total_under_5,94,58,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_5_9,110,108,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_10_14,116,51,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_15_19,355,223,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_20_24,956,300,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_25_29,400,137,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_30_34,207,90,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_35_39,218,123,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_40_44,184,161,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_45_49,95,53,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_50_54,154,75,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_55_59,86,41,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_60_64,132,55,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_65_69,130,52,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_70_74,34,28,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_75_79,25,24,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_80_84,31,28,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_85_older,51,34,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_male,NA,NA,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
46.01,total_female,1777,347,"list(list(c(-78.838287, -78.837037, -78.832104, -78.831917, -78.829296, -78.825901, -78.825568, -78.825446, -78.82384, -78.822373, -78.819739, -78.818881, -78.820628, -78.823765, -78.824664, -78.825152, -78.825591, -78.825604, -78.826401, -78.832427, -78.83292, -78.833322, -78.834537, -78.83479, -78.835682, -78.83838, -78.838287, 42.958412, 42.958384, 42.958289, 42.958285, 42.958228, 42.958162, 42.958157, 42.958154, 42.958126, 42.95809, 42.958027, 42.957406, 42.955884, 42.953073, 42.952275, 42.951836, 
42.951443, 42.951431, 42.951566, 42.951661, 42.952567, 42.953286, 42.954342, 42.954508, 42.956017, 42.956054, 42.958412)))"
69.01,total_under_5,221,105,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_5_9,286,99,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_10_14,376,183,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_15_19,454,193,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_20_24,306,185,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_25_29,412,184,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_30_34,184,147,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_35_39,238,106,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
69.01,total_40_44,328,132,"list(list(c(-78.898233, -78.896256, -78.893526, -78.892776, -78.892701, -78.891591, -78.888792, -78.886002, -78.886155, -78.886939, -78.885442, -78.886, -78.887126, -78.888232, -78.88936, -78.890471, -78.891592, -78.892722, -78.894207, -78.895685, -78.897167, -78.899707, -78.898233, 42.913457, 42.912833, 42.912659, 42.912621, 42.91266, 42.913229, 42.914649, 42.911403, 42.911336, 42.910934, 42.90933, 42.909045, 42.908477, 42.907908, 42.907331, 42.906768, 42.906201, 42.90563, 42.9072, 42.908778, 42.91035, 
42.913043, 42.913457)))"
